Artwork_ID,Platform,Style,Creator_Type,Views,Likes,Shares,Comments,Price (USD),Engagement_Score
ART_1427,Opensea,Pixel Art,Hybrid,412945,8315,28582,6382,245.78,0.51
ART_1428,Opensea,Cyberpunk,AI Model,251002,49210,11206,3274,190.08,0.67
ART_1429,DeviantArt,Portrait,Individual,440899,15080,2055,14504,677.69,0.22
ART_1430,Foundation,Minimalist,Hybrid,327363,89510,39229,10218,4935.65,0.71
ART_1431,SuperRare,Pixel Art,Individual,469024,60722,33257,7889,2406.28,0.11
ART_1432,Instagram,Cyberpunk,Individual,165006,74301,28286,8110,2720.35,0.88
ART_1433,Instagram,Cyberpunk,AI Model,48944,58989,47712,11881,4192.6,0.43
ART_1434,SuperRare,Surreal,AI Model,400263,53565,9578,7698,2752.05,0.21
ART_1435,SuperRare,Cyberpunk,Individual,414862,18220,15049,10831,2424.47,0.47
ART_1436,SuperRare,Cyberpunk,Hybrid,459742,36155,17690,7030,2596.42,0.5
ART_1437,Foundation,Abstract,AI Model,447841,84366,39083,19227,4786.34,0.45
ART_1438,DeviantArt,Pixel Art,Hybrid,305557,72232,13202,68,4451.99,0.11
ART_1439,Foundation,Minimalist,AI Model,373624,18869,19739,19007,3323.82,0.29
ART_1440,SuperRare,Pixel Art,Hybrid,58324,81681,28051,13270,2965.06,0.9
ART_1441,Instagram,Minimalist,Individual,137914,76503,12476,6090,69.29,0.53
ART_1442,DeviantArt,Cyberpunk,AI Model,160937,23344,6140,15673,1920.6,0.43
ART_1443,DeviantArt,Portrait,Hybrid,218349,22677,35302,10167,3805.75,0.27
ART_1444,Foundation,Futuristic,AI Model,83986,90541,47392,1051,2983.4,0.25
ART_1445,Foundation,Futuristic,AI Model,428083,23177,41643,12191,498.01,0.74
ART_1446,Opensea,Cyberpunk,AI Model,106839,7557,10269,2476,1488.28,0.12
ART_1447,SuperRare,Minimalist,Hybrid,398092,21020,11870,4433,1573.89,0.6
ART_1448,Foundation,Cyberpunk,AI Model,394119,49207,40542,16466,2488.14,0.97
ART_1449,DeviantArt,Surreal,AI Model,493790,55514,44473,5503,1634.69,0.54
ART_1450,Foundation,Abstract,Hybrid,204379,90584,42618,14401,2525.28,0.99
ART_1451,Foundation,Pixel Art,Individual,300784,80051,33288,8284,1436.68,0.5
ART_1452,Instagram,Pixel Art,Individual,334177,94828,35293,7686,4242.79,0.29
ART_1453,Opensea,Minimalist,Individual,186489,19244,43617,5277,4251.51,0.32
ART_1454,Instagram,Pixel Art,Hybrid,240996,26918,16972,14074,4790.86,0.14
ART_1455,SuperRare,Abstract,Hybrid,52779,4131,2150,6964,1397.55,0.54
ART_1456,DeviantArt,Cyberpunk,Individual,176726,40675,37782,6725,1566.06,0.89
ART_1457,Instagram,Futuristic,AI Model,290583,38892,32795,15496,4179.1,0.62
ART_1458,Instagram,Pixel Art,AI Model,77989,39456,40921,36,1032.4,0.71
ART_1459,Opensea,Surreal,Individual,150413,13550,45467,6590,2440.1,0.99
ART_1460,Foundation,Cyberpunk,Hybrid,356948,6071,32319,10085,1045.44,0.31
ART_1461,Instagram,Minimalist,Individual,213693,36632,31258,12756,3479.84,0.94
ART_1462,DeviantArt,Pixel Art,Individual,200819,34555,8117,3394,2589.65,0.87
ART_1463,SuperRare,Portrait,Hybrid,191751,66129,33395,14619,4440.15,0.24
ART_1464,SuperRare,Futuristic,Individual,305816,86850,21478,6256,25.48,0.13
ART_1465,SuperRare,Futuristic,Individual,85074,7932,37239,16029,1400.94,0.9
ART_1466,Foundation,Minimalist,AI Model,485561,85854,26826,4109,3685.29,0.82
ART_1467,SuperRare,Abstract,Hybrid,126717,44716,35575,6407,691.75,0.51
ART_1468,Instagram,Minimalist,Hybrid,60353,43521,2322,3345,3784.55,0.38
ART_1469,Instagram,Abstract,AI Model,249453,29160,14055,3950,1999.0,0.57
ART_1470,Foundation,Cyberpunk,Individual,206464,50902,16028,10823,790.19,0.52
ART_1471,Instagram,Minimalist,AI Model,172740,3714,24726,3488,4447.17,0.75
ART_1472,Foundation,Cyberpunk,Individual,209386,34771,16848,16027,3115.59,0.84
ART_1473,SuperRare,Portrait,AI Model,107340,12922,35623,18981,4561.22,0.24
ART_1474,Opensea,Portrait,Individual,405612,95887,43687,4096,2043.32,0.96
ART_1475,DeviantArt,Minimalist,Hybrid,102449,39847,33331,19617,149.96,0.31
ART_1476,SuperRare,Cyberpunk,AI Model,135982,77711,12231,11675,4505.55,0.15
ART_1477,Opensea,Cyberpunk,Individual,232730,98393,8534,16867,3536.88,0.75
ART_1478,Instagram,Minimalist,AI Model,374489,89170,22468,6360,242.84,0.45
ART_1479,SuperRare,Cyberpunk,Individual,363893,28864,30465,18333,2281.23,0.76
ART_1480,SuperRare,Pixel Art,Hybrid,414426,72897,15868,3837,2469.11,0.58
ART_1481,Opensea,Abstract,Hybrid,72823,22185,15815,16880,3061.89,0.5
ART_1482,SuperRare,Portrait,AI Model,464528,70313,43823,19726,327.12,0.19
ART_1483,Foundation,Cyberpunk,Hybrid,5795,73547,24476,12689,3851.23,0.39
ART_1484,SuperRare,Pixel Art,Hybrid,225331,58511,29162,12492,1863.76,0.83
ART_1485,Opensea,Cyberpunk,Hybrid,442714,1936,6257,17470,3930.32,0.47
ART_1486,DeviantArt,Abstract,Individual,384691,75495,48114,7704,963.84,0.43
ART_1487,Foundation,Pixel Art,Individual,73315,1583,5982,11941,2685.8,0.49
ART_1488,DeviantArt,Futuristic,AI Model,218381,41759,39069,15570,3459.75,0.99
ART_1489,Instagram,Futuristic,AI Model,399023,29262,49235,10450,1371.22,0.46
ART_1490,Foundation,Portrait,AI Model,352503,53803,47643,29,3668.51,0.92
ART_1491,SuperRare,Pixel Art,AI Model,480241,94800,828,17025,3523.86,0.62
ART_1492,DeviantArt,Cyberpunk,AI Model,296893,83262,23643,10354,3767.2,1.0
ART_1493,SuperRare,Minimalist,AI Model,45899,84735,5482,1222,774.03,0.45
ART_1494,SuperRare,Pixel Art,Hybrid,156273,35163,17188,19084,1530.53,0.22
ART_1495,DeviantArt,Surreal,AI Model,113860,94008,974,17268,426.53,0.13
ART_1496,Opensea,Pixel Art,Hybrid,256574,37707,38220,19325,1147.32,0.62
ART_1497,Instagram,Portrait,AI Model,263104,34735,19562,13842,647.21,0.94
ART_1498,DeviantArt,Abstract,AI Model,158599,68026,12136,15168,2047.51,0.13
ART_1499,Opensea,Abstract,Hybrid,434570,50268,33980,2130,1540.47,0.21
ART_1500,SuperRare,Pixel Art,AI Model,426273,67296,36231,19773,177.05,0.29
ART_1501,Opensea,Portrait,Hybrid,392201,99300,26933,15541,253.66,0.68
ART_1502,Foundation,Surreal,Individual,91634,14722,49312,19998,4580.02,0.62
ART_1503,Opensea,Abstract,Individual,464229,96372,27954,14896,4873.71,1.0
ART_1504,SuperRare,Surreal,Individual,370904,169,6603,14432,4151.6,0.75
ART_1505,DeviantArt,Surreal,AI Model,463420,47012,30381,17644,2508.8,0.98
ART_1506,Instagram,Cyberpunk,Individual,341457,59069,39797,1603,46.97,0.51
ART_1507,Opensea,Abstract,Individual,301335,90873,9012,9517,4169.45,0.35
ART_1508,DeviantArt,Minimalist,Individual,70386,76801,27920,16806,1468.42,0.32
ART_1509,DeviantArt,Abstract,Individual,371026,46736,12767,14278,331.59,0.32
ART_1510,DeviantArt,Portrait,AI Model,485575,78736,7992,5803,208.91,0.32
ART_1511,SuperRare,Minimalist,Hybrid,375395,32698,44595,5452,2723.8,0.63
ART_1512,DeviantArt,Pixel Art,Hybrid,221377,43466,10756,14207,2997.64,0.56
ART_1513,Instagram,Surreal,Hybrid,286120,52561,28720,6492,1968.66,0.67
ART_1514,DeviantArt,Minimalist,Hybrid,24745,38685,21054,9426,854.59,0.66
ART_1515,DeviantArt,Cyberpunk,Individual,119948,42503,26744,2737,781.43,0.26
ART_1516,Foundation,Minimalist,Hybrid,433164,40378,33957,18792,987.15,0.45
ART_1517,Foundation,Surreal,AI Model,498563,93814,26667,18081,3242.32,0.43
ART_1518,Instagram,Abstract,Individual,357114,3733,12260,19828,3414.85,0.68
ART_1519,Foundation,Futuristic,AI Model,486881,72708,5701,16131,1938.08,0.63
ART_1520,Foundation,Portrait,AI Model,330420,10033,6072,2276,1169.4,0.25
ART_1521,Foundation,Abstract,Hybrid,380845,19155,24163,1254,3834.98,1.0
ART_1522,Foundation,Cyberpunk,Hybrid,292661,87416,43245,4681,3251.91,0.63
ART_1523,Opensea,Abstract,Hybrid,113142,84243,41033,10058,1384.36,0.84
ART_1524,DeviantArt,Minimalist,AI Model,440942,22442,18370,3783,2194.19,0.87
ART_1525,Foundation,Portrait,AI Model,419484,34665,40821,1649,2576.84,0.73
ART_1526,Foundation,Minimalist,Individual,87588,31906,6852,7367,817.27,0.42
ART_1527,DeviantArt,Minimalist,Individual,474473,95284,38509,11278,1214.31,0.52
ART_1528,Instagram,Pixel Art,AI Model,310997,10036,10111,1371,809.8,0.14
ART_1529,Opensea,Cyberpunk,Individual,119063,51729,17786,11441,4013.49,0.52
ART_1530,Instagram,Surreal,Hybrid,74440,54257,49940,6896,1745.05,0.23
ART_1531,Instagram,Minimalist,Hybrid,77191,3703,49136,19787,3685.14,0.74
ART_1532,Foundation,Minimalist,Individual,28499,65122,22231,160,1985.93,0.37
ART_1533,DeviantArt,Cyberpunk,AI Model,485893,75816,47445,6012,3710.23,0.98
ART_1534,Instagram,Abstract,Hybrid,314886,78110,31557,16779,461.81,0.36
ART_1535,SuperRare,Minimalist,AI Model,165080,15404,42711,13606,2429.24,0.89
ART_1536,SuperRare,Cyberpunk,AI Model,347411,46221,24747,19564,4786.57,0.45
ART_1537,SuperRare,Portrait,Hybrid,225871,22740,16511,4853,2943.22,0.31
ART_1538,Foundation,Portrait,Hybrid,425321,30140,44622,12479,2352.67,0.2
ART_1539,Instagram,Futuristic,Hybrid,384247,23093,10783,18939,2219.49,0.68
ART_1540,Instagram,Cyberpunk,Hybrid,82682,47231,28993,7547,2019.29,0.28
ART_1541,Foundation,Surreal,AI Model,405038,49784,20481,1453,3245.62,0.74
ART_1542,Foundation,Portrait,Hybrid,230050,13020,44831,4625,3531.32,0.82
ART_1543,Foundation,Surreal,Hybrid,196601,46815,22866,13177,256.78,0.93
ART_1544,SuperRare,Abstract,AI Model,356858,96716,27917,5682,3108.56,0.1
ART_1545,Instagram,Portrait,AI Model,121477,65824,3045,3942,3611.37,0.23
ART_1546,SuperRare,Portrait,Hybrid,340913,28922,45308,1035,807.58,0.72
ART_1547,Instagram,Surreal,Hybrid,37146,9296,33205,16776,3677.37,0.27
ART_1548,Instagram,Surreal,AI Model,242755,47270,4967,4145,3754.63,0.78
ART_1549,SuperRare,Cyberpunk,Hybrid,96653,99309,31998,4734,405.36,0.98
ART_1550,Instagram,Surreal,Hybrid,253652,46503,13951,4986,787.49,0.23
ART_1551,DeviantArt,Portrait,Hybrid,311824,70112,2521,15879,4160.42,0.38
ART_1552,Instagram,Surreal,Hybrid,232658,67969,2275,6168,1441.2,0.99
ART_1553,DeviantArt,Abstract,AI Model,248952,30157,6055,8723,2110.77,0.56
ART_1554,Instagram,Abstract,AI Model,190765,84432,9557,19308,4608.0,0.72
ART_1555,Instagram,Abstract,Hybrid,238587,36631,30943,17553,372.94,0.18
ART_1556,Instagram,Cyberpunk,Hybrid,302590,18295,23020,18277,2073.04,0.39
ART_1557,SuperRare,Cyberpunk,Individual,67376,39708,17356,7283,2318.65,0.77
ART_1558,Instagram,Cyberpunk,AI Model,499308,92251,48433,10588,2716.98,0.47
ART_1559,Instagram,Surreal,AI Model,471208,32531,3903,6021,104.27,0.34
ART_1560,DeviantArt,Cyberpunk,Individual,126533,73554,6208,14730,3892.0,0.54
ART_1561,Opensea,Futuristic,AI Model,85106,98543,31379,14868,839.82,0.11
ART_1562,Foundation,Pixel Art,Hybrid,98620,76535,10988,14557,2290.5,0.83
ART_1563,Instagram,Cyberpunk,Individual,45228,15149,20263,8592,1592.83,0.87
ART_1564,Foundation,Surreal,Hybrid,110217,3509,23489,596,4520.12,0.33
ART_1565,SuperRare,Abstract,Hybrid,16310,23915,39030,3135,3935.64,0.81
ART_1566,DeviantArt,Futuristic,Hybrid,251355,79605,49858,19361,4377.77,0.31
ART_1567,SuperRare,Abstract,Hybrid,27585,98328,17301,10302,276.85,0.35
ART_1568,Foundation,Pixel Art,AI Model,309485,23978,31392,19836,3786.66,0.76
ART_1569,SuperRare,Portrait,AI Model,19036,41770,49318,19849,2285.53,0.22
ART_1570,Foundation,Surreal,Hybrid,240189,4685,18659,17721,722.07,0.19
ART_1571,Opensea,Futuristic,Individual,315467,87172,47719,9742,3813.92,0.27
ART_1572,SuperRare,Futuristic,Individual,197735,15433,44617,4050,2678.49,0.61
ART_1573,DeviantArt,Pixel Art,Hybrid,275725,6181,35681,5875,1292.59,0.9
ART_1574,Instagram,Abstract,Hybrid,5147,2483,30677,18441,4140.15,0.93
ART_1575,Instagram,Futuristic,AI Model,19896,16513,17778,247,3602.2,0.7
ART_1576,Instagram,Abstract,Hybrid,214662,10397,3452,4146,3710.43,0.99
ART_1577,Opensea,Surreal,AI Model,160411,19506,10059,494,1121.4,0.8
ART_1578,Foundation,Minimalist,AI Model,25765,95891,38406,19009,1987.83,0.52
ART_1579,Opensea,Abstract,Individual,336999,20680,23761,5636,3560.58,0.73
ART_1580,Opensea,Minimalist,AI Model,44617,85737,25114,1927,765.93,0.7
ART_1581,Instagram,Portrait,Hybrid,68838,37171,22128,7096,1756.43,0.66
ART_1582,Opensea,Surreal,Individual,268744,9538,43240,6297,2232.81,0.15
ART_1583,SuperRare,Minimalist,Hybrid,292287,31696,4284,1416,3121.57,0.6
ART_1584,Opensea,Minimalist,Hybrid,181632,57494,39666,9594,2926.68,0.74
ART_1585,DeviantArt,Pixel Art,Individual,34716,47063,9351,2396,380.19,0.74
ART_1586,SuperRare,Futuristic,Hybrid,331233,16755,11295,15128,360.89,0.13
ART_1587,Opensea,Cyberpunk,AI Model,335655,41436,29970,2418,3364.08,0.72
ART_1588,Foundation,Minimalist,Hybrid,250364,37029,44294,12923,4791.89,0.62
ART_1589,Instagram,Cyberpunk,AI Model,117685,22095,11438,15571,840.11,0.16
ART_1590,Foundation,Abstract,Hybrid,475913,57292,5080,14185,3951.68,0.65
ART_1591,SuperRare,Surreal,AI Model,190608,98424,41598,9380,2111.64,0.52
ART_1592,Instagram,Pixel Art,Individual,481671,95251,4745,8399,2275.04,0.4
ART_1593,Opensea,Cyberpunk,AI Model,183527,5252,42576,19107,4590.54,0.89
ART_1594,SuperRare,Cyberpunk,AI Model,413466,90784,32358,19264,2229.3,0.97
ART_1595,Instagram,Minimalist,Individual,31656,54291,21903,18238,641.35,0.1
ART_1596,Instagram,Futuristic,Individual,228291,37443,5763,12714,3776.73,0.27
ART_1597,Instagram,Minimalist,AI Model,130841,62186,45496,2679,2529.34,0.78
ART_1598,Opensea,Surreal,AI Model,176561,41267,8802,6697,2377.44,0.73
ART_1599,DeviantArt,Abstract,AI Model,137102,85662,9688,5929,525.59,0.42
ART_1600,Instagram,Futuristic,Hybrid,160247,32948,32111,14560,1188.61,0.65
ART_1601,Instagram,Futuristic,Hybrid,396903,71786,30910,10827,4732.05,0.16
ART_1602,Opensea,Cyberpunk,Hybrid,485580,28447,49805,14222,4722.13,0.32
ART_1603,Instagram,Futuristic,Individual,233121,71446,21024,11149,1693.99,0.64
ART_1604,Foundation,Surreal,AI Model,283152,53441,21312,19529,3469.79,0.47
ART_1605,DeviantArt,Abstract,Hybrid,109206,14816,429,2018,1320.18,0.95
ART_1606,SuperRare,Minimalist,Individual,175668,58755,6713,2982,4188.54,0.58
ART_1607,DeviantArt,Futuristic,AI Model,102346,55710,43400,15732,1465.72,0.15
ART_1608,Instagram,Futuristic,AI Model,449794,33406,23032,9958,4208.34,0.32
ART_1609,Foundation,Portrait,Hybrid,215034,18024,19456,18685,4417.75,0.77
ART_1610,Instagram,Cyberpunk,Hybrid,216116,84929,45817,9196,4618.24,1.0
ART_1611,Foundation,Surreal,Hybrid,167435,66217,45025,15853,4768.81,0.32
ART_1612,Instagram,Minimalist,Individual,237340,56936,39758,8835,2996.49,0.23
ART_1613,Foundation,Surreal,Hybrid,414477,37914,4241,8606,673.32,0.19
ART_1614,SuperRare,Pixel Art,AI Model,242984,24500,44075,12257,1648.64,0.54
ART_1615,DeviantArt,Minimalist,Individual,485671,8319,42890,16521,4990.95,0.16
ART_1616,SuperRare,Futuristic,Individual,91760,1571,39915,7564,3317.6,0.98
ART_1617,Foundation,Futuristic,Hybrid,450382,34276,38258,9885,4100.58,0.2
ART_1618,DeviantArt,Surreal,AI Model,475598,11969,45810,18590,1320.92,0.33
ART_1619,DeviantArt,Portrait,Individual,387973,84761,7134,1165,4009.92,0.62
ART_1620,Foundation,Cyberpunk,AI Model,50630,19748,35673,8131,1885.12,0.31
ART_1621,SuperRare,Futuristic,Individual,171701,96757,33988,6962,4879.59,0.8
ART_1622,Opensea,Abstract,Hybrid,286641,34366,38331,16715,3285.45,0.8
ART_1623,SuperRare,Cyberpunk,AI Model,454131,95185,33251,5529,3065.85,0.4
ART_1624,Instagram,Pixel Art,AI Model,391430,17974,24352,7404,1900.52,0.71
ART_1625,Instagram,Minimalist,Individual,123911,79205,49928,3541,2591.43,0.87
ART_1626,DeviantArt,Abstract,Hybrid,100677,70372,46815,13335,2311.27,0.72
ART_1627,SuperRare,Minimalist,Individual,437806,84070,23977,3694,3174.24,0.43
ART_1628,Opensea,Cyberpunk,Individual,338200,10248,44192,5664,1391.19,0.84
ART_1629,SuperRare,Cyberpunk,Hybrid,200392,707,43161,3685,3038.78,0.64
ART_1630,Opensea,Pixel Art,Hybrid,308851,41483,16553,14748,2171.58,0.93
ART_1631,SuperRare,Futuristic,AI Model,102338,65608,42198,12539,791.34,0.8
ART_1632,Opensea,Portrait,Individual,454575,13958,6537,4358,866.26,0.55
ART_1633,Opensea,Surreal,AI Model,169377,18277,37487,3561,4507.43,0.64
ART_1634,Foundation,Surreal,Hybrid,305098,46652,19665,6109,1075.05,0.98
ART_1635,DeviantArt,Pixel Art,Individual,251580,45247,7770,1299,1029.26,0.37
ART_1636,DeviantArt,Cyberpunk,Hybrid,211648,97785,24975,17516,3306.35,0.22
ART_1637,Instagram,Portrait,Hybrid,61511,77296,17862,2345,3304.71,0.64
ART_1638,Instagram,Pixel Art,AI Model,409031,11581,31217,19954,4553.73,0.64
ART_1639,Opensea,Pixel Art,Individual,170875,76046,29300,1831,618.28,0.41
ART_1640,Opensea,Futuristic,Hybrid,210945,1122,27245,14168,2628.09,0.16
ART_1641,DeviantArt,Futuristic,AI Model,362701,25238,2575,2699,3426.68,0.7
ART_1642,Opensea,Minimalist,Individual,418692,54253,17529,11573,3646.2,0.96
ART_1643,Opensea,Portrait,Individual,211387,91961,6506,9589,1123.32,0.63
ART_1644,SuperRare,Pixel Art,Individual,173041,97348,37813,6193,508.31,0.32
ART_1645,SuperRare,Futuristic,Hybrid,187803,32228,11827,6467,349.38,0.12
ART_1646,DeviantArt,Portrait,Individual,357795,85038,24106,13344,2521.47,0.4
ART_1647,SuperRare,Pixel Art,AI Model,480922,45544,39708,8555,3871.94,0.46
ART_1648,Foundation,Portrait,AI Model,130272,88963,20921,1158,2346.31,0.49
ART_1649,Opensea,Pixel Art,Hybrid,164259,57914,36193,11934,4019.73,0.32
ART_1650,DeviantArt,Futuristic,AI Model,43004,22384,43969,18411,373.13,0.57
ART_1651,Instagram,Futuristic,AI Model,364493,27264,39713,775,595.29,0.37
ART_1652,Instagram,Minimalist,Individual,338443,79694,34421,2896,1971.08,0.99
ART_1653,Opensea,Abstract,Hybrid,153367,52851,480,1983,4001.78,0.84
ART_1654,Foundation,Abstract,Individual,14746,24865,14377,4879,3925.99,0.66
ART_1655,SuperRare,Minimalist,Individual,77385,84025,2354,7814,91.24,0.22
ART_1656,Foundation,Surreal,Hybrid,204960,98765,25046,2938,2996.89,0.58
ART_1657,Opensea,Futuristic,Hybrid,112585,10359,7202,7227,1287.37,0.96
ART_1658,Instagram,Portrait,AI Model,173896,60995,38023,15408,807.62,0.21
ART_1659,Foundation,Futuristic,AI Model,449566,96411,42610,6296,550.3,0.27
ART_1660,Opensea,Cyberpunk,Hybrid,400845,64726,8920,3187,4845.92,0.29
ART_1661,Opensea,Surreal,Individual,105422,69989,47635,10218,1889.81,0.88
ART_1662,Foundation,Cyberpunk,Individual,237846,92556,8499,1190,3421.6,0.67
ART_1663,SuperRare,Surreal,AI Model,369689,83117,39984,2461,2401.74,0.38
ART_1664,DeviantArt,Minimalist,Individual,474170,63225,19156,320,3971.77,0.29
ART_1665,DeviantArt,Surreal,Individual,338533,19482,43642,17456,4860.69,0.83
ART_1666,Opensea,Cyberpunk,Hybrid,152446,39133,21492,11492,3161.51,0.51
ART_1667,Instagram,Minimalist,Individual,30017,40060,22967,9821,4900.47,0.95
ART_1668,SuperRare,Abstract,Hybrid,213891,59757,11982,18574,692.32,0.24
ART_1669,Instagram,Cyberpunk,Hybrid,11990,29430,9729,2121,889.84,0.58
ART_1670,DeviantArt,Portrait,Individual,319888,97778,22152,18770,2877.04,0.43
ART_1671,Foundation,Futuristic,AI Model,267538,96165,16085,6183,4536.21,0.12
ART_1672,Instagram,Futuristic,Hybrid,384857,88803,4625,1244,1981.11,0.47
ART_1673,DeviantArt,Futuristic,AI Model,383257,10626,26639,17433,4320.27,0.48
ART_1674,Instagram,Surreal,Individual,18836,12025,39110,13151,3227.58,0.15
ART_1675,DeviantArt,Minimalist,Individual,139672,44553,28813,7478,4047.04,0.45
ART_1676,Instagram,Portrait,Individual,358456,11041,16140,7824,1596.78,0.67
ART_1677,DeviantArt,Surreal,Individual,82666,32324,36948,10725,3465.76,0.71
ART_1678,DeviantArt,Abstract,AI Model,378087,29839,23415,6426,728.41,0.41
ART_1679,Foundation,Minimalist,Individual,100759,8944,3335,14673,2072.67,0.1
ART_1680,SuperRare,Portrait,AI Model,312107,48708,33190,11133,1425.16,0.13
ART_1681,Opensea,Abstract,AI Model,259184,46399,3781,9453,736.31,0.98
ART_1682,Instagram,Surreal,Hybrid,155389,1320,13016,3892,2158.77,0.66
ART_1683,Instagram,Surreal,AI Model,109490,33090,23166,7145,3912.69,0.71
ART_1684,Opensea,Futuristic,Hybrid,470648,7394,47258,372,336.52,0.62
ART_1685,DeviantArt,Portrait,Hybrid,230498,38667,33243,6068,161.23,0.8
ART_1686,Foundation,Futuristic,Individual,150758,32783,4223,3181,1804.39,0.45
ART_1687,SuperRare,Abstract,AI Model,149371,47411,39935,15659,1344.49,0.78
ART_1688,SuperRare,Portrait,Individual,120713,61654,42489,17330,4276.18,0.19
ART_1689,Instagram,Surreal,AI Model,387941,65896,15742,6793,1859.81,0.13
ART_1690,Opensea,Abstract,Individual,19871,40981,35284,6515,1490.52,0.53
ART_1691,DeviantArt,Surreal,Individual,287436,27832,23549,10337,692.19,0.12
ART_1692,Foundation,Pixel Art,Hybrid,22898,44455,7425,13600,3646.69,0.11
ART_1693,Instagram,Minimalist,Hybrid,151697,4492,13496,8756,1718.67,0.69
ART_1694,SuperRare,Abstract,Hybrid,444511,86446,4572,9313,1123.56,0.77
ART_1695,Instagram,Abstract,AI Model,470808,43262,35938,8712,4618.65,0.56
ART_1696,Opensea,Minimalist,AI Model,164379,7839,21466,64,1197.64,0.71
ART_1697,DeviantArt,Pixel Art,AI Model,242005,50890,5910,12026,2229.3,0.3
ART_1698,Opensea,Surreal,Individual,469586,53586,2913,13939,3027.01,0.55
ART_1699,DeviantArt,Pixel Art,Hybrid,377353,85539,24610,12304,1060.14,0.75
ART_1700,Instagram,Portrait,Hybrid,17150,88262,35035,103,3676.07,0.22
ART_1701,Instagram,Surreal,Individual,223784,31394,21527,6977,14.86,0.39
ART_1702,DeviantArt,Pixel Art,Individual,256435,10797,25836,13845,1092.79,0.2
ART_1703,DeviantArt,Surreal,AI Model,303569,2992,18856,3650,4700.92,0.57
ART_1704,Foundation,Portrait,Hybrid,339968,50653,45790,16977,4857.14,0.8
ART_1705,DeviantArt,Portrait,Hybrid,183729,29758,13912,15725,4382.94,0.17
ART_1706,Foundation,Minimalist,AI Model,440460,92388,36875,1481,2522.6,0.39
ART_1707,Opensea,Minimalist,Hybrid,52083,71838,46160,17963,3426.02,0.28
ART_1708,SuperRare,Pixel Art,AI Model,255300,14394,6236,1420,3115.97,0.32
ART_1709,DeviantArt,Surreal,AI Model,69535,74864,34020,10137,548.45,0.44
ART_1710,SuperRare,Cyberpunk,AI Model,123700,41648,1065,9996,4528.62,0.49
ART_1711,Opensea,Surreal,Hybrid,388627,36540,17541,15077,1256.44,0.38
ART_1712,Foundation,Portrait,Hybrid,267721,64487,41623,13919,598.66,0.35
ART_1713,SuperRare,Pixel Art,Individual,356814,64293,24786,11488,2921.37,0.73
ART_1714,Foundation,Futuristic,AI Model,313021,95624,34489,13623,4944.07,0.21
ART_1715,Instagram,Minimalist,AI Model,403603,71440,3633,18247,944.58,0.59
ART_1716,DeviantArt,Portrait,Hybrid,97345,41578,13889,8429,1078.75,0.25
ART_1717,Opensea,Abstract,AI Model,286231,41591,34273,5433,4777.52,0.88
ART_1718,Foundation,Futuristic,AI Model,468905,99522,16770,6493,1551.78,0.47
ART_1719,Foundation,Abstract,AI Model,361421,81661,34718,1464,4100.04,0.94
ART_1720,Opensea,Futuristic,AI Model,219960,56447,34861,9401,31.73,0.64
ART_1721,Instagram,Abstract,Hybrid,208239,56473,47620,3072,1923.23,0.99
ART_1722,Opensea,Minimalist,Individual,367077,39653,14906,19470,1733.18,0.83
ART_1723,SuperRare,Futuristic,AI Model,120265,94612,1892,17814,3404.65,0.85
ART_1724,Foundation,Cyberpunk,Individual,245437,14615,35728,19850,3226.88,0.46
ART_1725,Foundation,Surreal,Individual,150846,39507,47847,3896,3140.42,0.43
ART_1726,Foundation,Pixel Art,AI Model,361835,31341,29518,1894,1049.48,0.13
ART_1727,DeviantArt,Pixel Art,Individual,326853,90931,23942,13262,3280.28,0.85
ART_1728,Instagram,Minimalist,Hybrid,80013,14642,30452,15818,3119.65,0.49
ART_1729,Instagram,Portrait,Individual,347965,30433,8696,8151,4698.63,0.46
ART_1730,SuperRare,Portrait,AI Model,419104,67896,26588,10091,1719.51,0.86
ART_1731,Instagram,Surreal,AI Model,421148,24999,18128,9128,1315.41,0.78
ART_1732,Opensea,Surreal,Individual,222170,78467,12942,12852,4369.74,0.68
ART_1733,Foundation,Portrait,Hybrid,380527,45434,40794,15444,4341.59,0.27
ART_1734,SuperRare,Abstract,Individual,266422,32906,47821,15928,3696.99,0.88
ART_1735,Opensea,Minimalist,Hybrid,171722,90838,8128,16609,578.61,0.81
ART_1736,Instagram,Minimalist,AI Model,305506,14568,48894,1765,488.56,0.7
ART_1737,DeviantArt,Cyberpunk,AI Model,23765,35322,9404,17282,2076.9,0.88
ART_1738,Opensea,Cyberpunk,AI Model,487206,87738,30169,8363,270.63,0.88
ART_1739,Foundation,Surreal,Individual,425311,23460,4516,12472,2678.29,0.95
ART_1740,Foundation,Futuristic,Hybrid,230158,4127,13386,15599,677.63,0.36
ART_1741,Instagram,Surreal,Individual,191257,24846,40631,14162,4317.68,0.19
ART_1742,Instagram,Minimalist,Individual,496474,7799,30115,424,604.94,0.97
ART_1743,Instagram,Futuristic,Hybrid,433970,65760,28168,5501,3748.34,0.95
ART_1744,Foundation,Futuristic,AI Model,174522,36887,34129,4070,3536.61,0.12
ART_1745,Opensea,Cyberpunk,Hybrid,278422,99302,30812,17653,4953.38,0.9
ART_1746,Opensea,Portrait,Individual,365797,84188,18522,19763,2567.97,0.4
ART_1747,Opensea,Portrait,Hybrid,207386,94995,38637,9267,4038.81,0.96
